Student Number,Person ID
1026526,25858
1026402,25731
1026168,25500
1026149,25481
1026045,25380
1025926,25262
1025643,24990
1025597,24943
1025342,24691
1025333,24682
1025199,24545
1025075,24418
1025031,24373
1024861,24205
1024660,24007
1024613,23965
1024491,23853
1024414,23776
1024407,23768
1024272,23634
1024271,23633
1024267,23630
1024245,23607
1024231,23593
1024209,23570
1023989,23348
1023982,23341
1023862,23221
1023845,23202
1023807,23160
1023750,23100
1023268,22620
1022769,22139
1022544,21918
1022523,21897
1022203,21591
1022171,21559
1022033,21421
1021911,21301
1021740,21135
1021633,21028
1021359,20749
1021133,20527
1021030,20426
1021002,20397
1020843,20237
1020820,20218
1020772,20172
1020707,20113
1020677,20085
1020591,20008
1020536,19956
1020532,19952
1020483,19904
1020324,19750
1020200,19640
1020178,19618
1020136,19581
1019992,19445
1019974,19427
1019472,18968
1019460,18956
1019440,18937
1019428,18925
1019398,18897
1019284,18785
1019266,18767
1019260,18761
1019221,18724
1019211,18714
1019161,18666
1019124,18631
1019111,18620
1018994,18516
1018918,18447
1018858,18391
1018674,18228
1018642,18204
1018539,18111
1018344,17917
1018231,17805
1018200,17773
1017619,17209
1017527,17122
1017439,17037
1017357,16957
1017015,16623
1016923,16535
1016694,16305
1016630,16239
1016577,16185
1016430,16033
1016371,15975
1016301,15904
1016122,15721
1016040,15643
1015980,15593
1015971,15583
1015747,15364
1015702,15318
1015652,15265
1015628,15242
1015613,15228
1015449,15062
1015367,14981
1015338,14949
1015231,14844
1015177,14787
1015133,14742
1015059,14670
1014969,14579
1014809,14428
1014776,14396
1014656,14280
1014598,14222
1014597,14221
1014397,14038
1014335,13978
1014246,13889
1014147,13789
1014095,13737
1014092,13734
1014012,13655
1014010,13653
1013859,13503
1013834,13481
1013572,13238
1013566,13234
1013524,13196
1013261,12941
1013185,12867
1013007,12704
1012787,12501
1012761,12478
1012552,12280
1012214,11938
1012097,11819
1012070,11792
1011986,11705
1011476,11188
1011292,11003
1011167,10878
1011065,10770
1011039,10742
1010880,10578
1010643,10346
1010408,10118
1010406,10116
1010396,10105
1010348,10055
1010287,9994
1010277,9983
1010265,9972
1010256,9963
1010062,9765
1009905,9614
1009628,9339
1009317,9027
1009190,8894
1009154,8859
1009075,8776
1008950,8657
1008786,8503
1008766,8485
1008674,8402
1008365,8099
1008174,7906
1007665,7419
1007660,7414
1007530,7282
1007529,7280
1007516,7267
1007260,7020
1007232,6991
1007076,6845
1007038,6806
1006986,6752
1006955,6720
1006825,6589
1006640,6408
1006579,6347
1006547,6314
1006173,5956
1006134,5918
1006123,5907
1006118,5901
1005944,5718
1005626,5403
1005456,5228
1005448,5219
1005388,5157
1005127,4896
1005079,4845
1005047,4810
1004761,4517
1004439,4199
1004427,4187
1004226,3988
1004188,3956
1004068,3836
1004028,3796
1003975,3743
1003914,3685
1003614,3384
1003521,3293
1003398,3174
1003385,3161
1003365,3141
1003190,2978
1002967,2767
1002901,2702
1002599,2398
1002294,2093
1002161,1964
1001538,1373
1001480,1321
1001399,1244
1001278,1128
1001187,1042
1001164,1021
1000897,767
1000857,731
1000824,702
1000526,428
1000384,317
1000278,237
1000175,151
1000170,147
1000091,87
